date,commits,commit_count,forks,issue,issue_comment,req_closed,req_opened
2014-6-7,6,0,1,0,0,0,
2014-6-8,6,0,0,0,0,3,
2014-6-9,5,0,0,1,40,3,
2014-6-10,27,0,0,0,0,5,
2014-6-11,19,0,0,0,0,4,
2014-6-12,48,0,1,0,0,11,
2014-6-13,34,0,1,0,0,7,
2014-6-14,8,0,0,1,6,2,
2014-6-15,1,0,0,1,3,0,
2014-6-16,34,0,1,0,0,16,
2014-6-17,20,0,0,0,0,7,
2014-6-18,10,0,1,0,0,4,
2014-6-19,10,0,0,0,0,1,
2014-6-20,11,0,3,1,4,4,
2014-6-21,4,0,0,0,0,2,
2014-6-22,1,0,0,1,5,1,
2014-6-23,34,0,0,0,0,11,
2014-6-24,23,0,3,0,0,4,
2014-6-25,32,0,1,0,0,8,
2014-6-26,27,0,0,0,0,15,
2014-6-27,34,0,0,0,0,13,
2014-6-28,7,0,0,0,0,6,
2014-6-29,4,0,0,0,0,1,
2014-6-30,23,0,0,1,10,5,
2014-7-1,44,0,0,0,0,15,
2014-7-2,55,1,0,0,0,21,
2014-7-3,31,1,0,0,0,11,
2014-7-4,35,0,2,0,0,15,
2014-7-5,7,0,1,0,0,1,
2014-7-6,6,0,1,0,0,3,
2014-7-7,27,0,0,0,0,12,
2014-7-8,28,0,1,1,27,10,
2014-7-9,22,0,1,0,0,4,
2014-7-10,19,0,0,0,0,8,
2014-7-11,9,0,1,1,1,3,
2014-7-12,6,0,1,0,0,0,
2014-7-13,2,0,0,0,0,1,
2014-7-14,17,0,1,0,0,8,
2014-7-15,26,0,1,0,0,15,
